author id;created_at;geo;id;lang;like_count;quote_count;reply_count;retweet_count;source;tweet;Crimen
385792166;2022-10-18 22:45:09+00:00; ;1582503077885591555;es;124;3;4;69;Twitter Web App;"1980. Perseguían a la periodista Irma Flaquer. Su hijo Fernando recibió bala expansiva en la cabeza. Herida por choque contra una pared, Irma salió del carro pidiendo ayuda para su hijo; en ese momento la secuestraron. Torturada x meses fue asesinada. Fernando murió horas después https://t.co/DGbDklIp97";1
804551999035314176;2022-10-18 22:37:46+00:00; ;1582501218290913280;es;16;0;1;9;Twitter for Android;"#Video || Así fue como este par de delincuentes #Asaltaron a usuarios de transporte público, sobre la carretera #Mexico_Texcoco a la altura de #SanVicenteChicoloapan.

🎥 Redes. https://t.co/YRLE5sVtvM";1
1285450299356913665;2022-10-18 22:36:01+00:00; ;1582500776470990848;es;28;0;0;16;Twitter for Android;"Oiga el @CeDemocratico y todos los que nos han gobernardo nos decían que queríamos todo regalado, solo porque queríamos un cambio, pero ellos se ROBARON todo lo incautado al narcotráfico.
#apoyoapetro15nov https://t.co/I621X2xYCz";0
36089412;2022-10-18 22:33:09+00:00; ;1582500056011182080;es;0;0;0;0;Twitter Web App;"Secuestraron un arma de fuego durante un operativo en un asentamiento de Guaymallén

https://t.co/As8rc3vyFB https://t.co/wdMbhFKxlZ";1
124165495;2022-10-18 22:33:08+00:00; ;1582500054027288576;es;2;0;0;2;Twitter Media Studio;"📌 Así robaron una camioneta en la ciudad de Luque

Los agentes policiales presumen que los delincuentes tenían una llave maestra o la copia. 

🔴EN VIVO: https://t.co/pASLMhDBXb
#TelefuturoPy #TelediarioPy https://t.co/ccl8A2iiWe";1
1339023803142316032;2022-10-18 22:33:06+00:00; ;1582500045605126144;es;1;1;0;1;Twitter Web App;"L@S OFICIALES DE VIALIDAD *Toritas Y LOS EMPLEADOS DEL DEPOSITO VEHICULAR N° 2
ME ROBARON: 
1 ESTEREO KENWOOD 
1 AMPLIFICADOR
1 EPICENTRO
1 SUBWOOFER CON CAJÓN
PERO COMO LOS COMPRÉ EN SAN JUAN DE DIOS Y NO TENGO FACTURA NO ME GANO NADA PONIENDO UNA DENUNCIA EN LA @FiscaliaJal https://t.co/PYlsEItLbX";1
1012873302;2022-10-18 22:30:06+00:00; ;1582499287178817538;es;100;0;0;4;Twitter for Android;Pos cambio de planes, me secuestraron para ver #BlackAdam https://t.co/9C9NwXQtzJ https://t.co/A9RSAVmS4o;0
212390384;2022-10-18 22:23:39+00:00;0021712c0bd7eec1;1582497667254747137;es;20;2;3;5;Twitter for iPhone;No había otro árbitro mejor para este partido, o lo hicieron de gusto? Ojo, eh! Ya nos robaron 44 puntos y no nos vamos a dejar AFAnar de nuevo @FedericoBeligoy @tapiachiqui @CASMOficial @TyCSports https://t.co/doV4I99CXX;0
1470104898637373440;2022-10-18 22:21:34+00:00; ;1582497142706360320;es;665;10;34;317;Twitter for Android;"Salimos a las calles para que? Para que unos weones dijieron que no querían cambios y ahora lloran como magdalenas que les robaron su dinero? 
Ese es el chile, el sin empatía, el que juega al.juego de Moraga ... El que caga caga 
#BloqueaLaDerecha https://t.co/nCmKrolcji";0
124165495;2022-10-18 22:15:07+00:00; ;1582495518785122304;es;1;0;0;1;Twitter Media Studio;"📌 Delincuentes ingresaron a robar a una tienda de venta de disfraces en el Mercado 4 de Asunción

Los malvivientes, quienes aparecen en cámaras de seguridad, robaron prendas, dinero y computadoras 

🔴 EN VIVO: https://t.co/pASLMhDBXb
#TelefuturoPy #TelediarioPy https://t.co/fnlCeULP2O";1
82750524;2022-10-18 22:13:59+00:00; ;1582495231211372544;es;0;0;0;1;Twitter for iPhone;"Tres ladrones robaron más de medio millón de dólares en la joyería de lujo Cellini, en Manhattan…. 5000 dólares de recompensa…
 https://t.co/DfjXQVnLG1";1
2664581510;2022-10-18 22:12:02+00:00; ;1582494743065288704;es;45;0;3;3;Twitter for Android;"¿Saben?
Hace 15 años tenía un piano, espere también 15 años para poder comprarme uno, de los mejores, sabía que lo merecía.
Hace 15 años me lo robaron, y hoy estuve tocando uno donde un amigo,
cada fibra de mi ser siente vida cuando lo hago. Así que: ¡Quiero un piano!
🙏😔😢 https://t.co/2oVzRabaLy";1
18872608;2022-10-18 22:06:28+00:00; ;1582493340410388480;es;0;0;0;0;Echobox;Una banda de seis ladrones robó 20 autos de lujo de un concesionario de Queens y la policía ahora teme que los vehículos se utilicen para cometer otros crímenes alrededor de Nueva York 🚗🚨 https://t.co/sY2rzYomfE https://t.co/KUmiKt8TSc;1
350597001;2022-10-18 22:02:03+00:00; ;1582492228412284928;es;6;0;0;0;Twitter for Android;a alguien le robaron el cel 😫 https://t.co/clt7o4jNRk;1
1752134382;2022-10-18 22:00:43+00:00; ;1582491893585178624;es;1;0;0;0;Twitter Web App;Femicidio en Belgrano: le robaron una fortuna, la mataron y su cuerpo fue hallado un mes después https://t.co/2Hwtf7UVhB;1
255476951;2022-10-18 21:56:31+00:00; ;1582490836364763136;es;15;0;3;4;Twitter for Android;"Che @ObservadorUY
¿Es realmente relevante para la noticia que las estafadoras sean gitanas y destacarlo varias veces en la noticia?

""Dos gitanas estafaron a una mujer de 72 años y le robaron US$ 20 mil""
https://t.co/q8BfttPf4h https://t.co/5JrWqrzEAK";1
219724520;2022-10-18 21:50:48+00:00; ;1582489396502474752;es;0;0;0;1;Twitter Web App;"¿Qué hacer si 𝗿𝗼𝗯𝗮𝗿𝗼𝗻 𝘁𝘂 #𝗰𝘂𝗲𝗻𝘁𝗮 𝗱𝗲 #𝗚𝗺𝗮𝗶𝗹? 😱

👉 Te compartimos los pasos que debes seguir para recuperarla y algunas recomendaciones para evitar que pase.

Ingresa aquí:

https://t.co/fQpgeJBLK0 vía @ESETLA

#Ciberseguridad #Configuración #2FA https://t.co/bETSzOEoHB";0
293524453;2022-10-18 21:50:30+00:00; ;1582489322334277633;es;0;0;0;0;Twitter for Android;"JUANITO  NOS  PELA EL PEPINO  TÚ VOTO .....
QUE TE VAS TE VAS PARASITO.....
FAMILIA DE MAÑOSOS....
DEVOLVE LO ROBARON MAÑOSO SINVERGÜENZA CRIMINAL 
APELLIDO DE MAÑOSOS CRIMINALES https://t.co/DfcqhGDywA https://t.co/fzq9dsQNee";0
4189768101;2022-10-18 21:48:04+00:00; ;1582488712427945984;es;0;1;0;0;Twitter Web App;Le robaron la hija al tonto de Norton 😈 @pxhoria_ https://t.co/yOTqaEBRlL;0
753022150030856193;2022-10-18 21:47:11+00:00; ;1582488486359072768;es;2;0;0;0;Twitter for Android;La tarde de este martes, se reportó a un taxista lesionado el cual habría sido atacado con un cuchillo en el cuello por ladrones quienes le robaron su vehículo de trabajo sobre los Arcos de #Tamoanchan en el municipio de #Jiutepec. https://t.co/SSA82bOVd7;1
1351404680073654283;2022-10-18 21:41:23+00:00; ;1582487026846162945;es;2;0;0;0;Twitter for Android;"_OFICIAL 🚨

_estos son los jugadores con ""MÁS BALONES DE ORO MERECIDAMENTE"" 👏

■》¡ OJO ! a cristiano le robaron 2 balones de oro 🧐🇵🇹🐐

_  ¡¡¡¡ MR BALÓN DE ORO !!!! 🇵🇹🐐👑 https://t.co/nsHg6leRqM";0
1429949851945549830;2022-10-18 21:41:03+00:00; ;1582486944071548928;es;29;0;0;7;Twitter for iPhone;Chile si hubieran metido presos a los que robaron el país en la dictadura y a los concertas del caso Coimas y Mop-gate https://t.co/z64Om74bCi;0
1366747983270838274;2022-10-18 21:35:49+00:00; ;1582485628071153669;es;0;0;0;0;Twitter;"La trágica y extraña historia de cómo le robaron el cerebro a Albert Einstein
#AlbertEinstein
https://t.co/26qYkG1KMJ https://t.co/tuaaoMybJ9";1
1361770364099985410;2022-10-18 21:34:20+00:00; ;1582485253133783041;es;0;0;0;0;Twitter for Android;Esta dlv mi situación ya no tengo cosas de que me asaltaron esa vez y ya tampoco tengo vieja 😥 https://t.co/RWEnJvDUlb;1
219294069;2022-10-18 21:30:05+00:00; ;1582484185788592131;es;0;0;0;0;dlvr.it;Ciudad: robaron un auto con una fortuna en el interior https://t.co/WzzLFIdWLc https://t.co/4H0UsCx5lA;1
1177981415440470016;2022-10-18 21:25:12+00:00; ;1582482957285339137;es;0;0;0;0;Twitter for Android;En que me ayuda esto a mi que me lo digas Lao, si me dices que ya están siendo procesados y obligados a pagar lo que le robaron a la caja, o sea al pueblo, entonces si me dices algo. 😑 https://t.co/2CzAfeavY6;0
385211626;2022-10-18 21:20:50+00:00; ;1582481856032669696;es;10;0;0;0;Twitter Web App;"Yo contándole a mis papas que me robaron el celular 
Mi papá: 
Jajajajaj https://t.co/bX9XLbBVlX";0
52201864;2022-10-18 21:16:39+00:00; ;1582480803111800832;es;1631;54;153;798;Twitter for iPhone;Me robaron. La @PoliciaPeru de tránsito SIEMPRE prioriza el pase de Faucett y nos deja parados en Morales Duarez más de 20min.Somos presa fácil para ladrones q SIEMPRE están ahí, t golpean muy fuerte la luna y amenazan con acuchillarte. La policía sabe quienes son y NO HACEN NADA https://t.co/M4sYvGBIsJ;1
1069546740;2022-10-18 21:14:28+00:00; ;1582480254702354432;es;0;0;0;0;Twitter Web App;"🟠 Robaron celulares en la Feria Hidalgo 2022

https://t.co/XjCw2n7e2G https://t.co/clFmC88dPh";1
137486112;2022-10-18 21:13:42+00:00; ;1582480063140081664;es;4;0;2;3;Welo.tv;"🔴 Brutal femicidio en Belgrano | Su ex estaba prófugo y la mató

👉 La torturaron, la asfixiaron y le robaron.

Cc @AmericaNoticias https://t.co/IAIjIwtMO1";1
1462541941;2022-10-18 21:01:28+00:00;000426466c9f6e32;1582476984407691264;es;44;18;26;35;Twitter for Android;Señores una hermana mía llegó hoy de Pennsylvania y la saquearon sus Maletas y le robaron de todo. Ropa perfumes, prendas. Dios mio que pike e impotencia. @AndyOmar31 @GPC_Careers @matiasgarciard @LuisinJimenezc @edwintrinidad @nuriapiera https://t.co/rXJ20xj1yG https://t.co/XEn9RG9W2I;1
1448118770577383426;2022-10-18 21:00:01+00:00; ;1582476619314257949;es;1;0;0;0;Twitter Web App;"¿Te robaron tu medidor de agua?

Levantes tu denuncia física o virtual en: https://t.co/MXn3r6htlA
 
Después, acude a tu AAC más cercana, realiza tu reporte e ingresa el trámite de instalación de medidor.
 
📍Consulta la ubicación de nuestras AAC: 👉https://t.co/DLSrZUC3jj https://t.co/YQNfgxRpB6";0
1452811187872227330;2022-10-18 20:59:05+00:00; ;1582476382998700032;es;0;0;0;0;Twitter for iPhone;En la comuna de San Joaquin  será vendido el terreno y sabes  ¿por qué ? Porque los hijos de putas se robaron el supermercado completo hasta dejarlo vacío el #18DeOctubre , mi pregunta quién invertiría nuevamente después  de los sucedido @munisanjoaquin https://t.co/hOsUiy4Laz;0
135021057;2022-10-18 20:57:06+00:00; ;1582475883163459584;es;8;0;1;0;Twitter for iPhone;me robaron el teléfono hace 4 días y el único sticker que tengo es este, no he necesitado otro desde entonces https://t.co/t3VZZmoi8g;1
701972561731538944;2022-10-18 20:53:42+00:00; ;1582475030457651200;es;0;0;0;1;Twitter for Android;"Por si alguien la ve,me robaron mi troquita, ayuda amigos!!! Compartan🙏🏼
#robada #sanmateoatenco https://t.co/KCDeJRtnqv";1
1427413644955033601;2022-10-18 20:51:55+00:00; ;1582474581272514561;es;19;0;2;1;Twitter for Android;"Merendando con mi boomer abuela sobre la situación del país me dice 
- les quiero hacer sacar la ciudadanía,  esto no da para más, nunca estuvimos peor!!
+ Siempre se sale adelante, o no viviste el 2001?
- Ay no se! Yo en el 2001 estaba barbara *la secuestraron* https://t.co/CZpQaQu9sy";0
1528428913906548742;2022-10-18 20:51:03+00:00; ;1582474363231608832;es;12;0;3;2;Twitter for iPhone;Que hijos de la gran puta, se robaron mi cargador de la computadora. https://t.co/jdTZpQFL27;1
1497313191650598916;2022-10-18 20:48:55+00:00; ;1582473825819627520;es;6;0;0;0;Twitter for Android;"Tres ladrones robaron más de medio millón de dólares en la joyería de lujo Cellini, en Manhattan.

#Noticias #Robo #Breaking #Viral #News #NewYork #Cellini #Manhattan https://t.co/CkqEPVuyk1";1
263892534;2022-10-18 20:40:54+00:00; ;1582471807805685760;es;0;0;0;0;Twitter Web App;"🚨ATENCIÓN || esta madrugada, cerca de las 04:20, cuatro delincuentes hicieron explotar y robaron un cajero del Banco de Guayaquil, 
🌐https://t.co/tKpKfv9Esj 
El hecho se produjo en la Universidad Católica de Cuenca, 🇪🇨Ecuador, en la calle Humboldt y avenida De Las Américas. https://t.co/4R6hbydPKs";1
23592573;2022-10-18 20:39:49+00:00; ;1582471535050518528;es;0;0;0;0;Twitter for iPhone;Volamos a Maceió por #Gol 🇧🇷, iban a ser una lindas vacaciones. Pero, resultó q en la ida y la vuelta rompieron los candados de la valija (2 veces) y nos robaron zapatillas y perfumes. Reclamamos a la empresa “esto es común” dijeron y esta es la respuesta! 😡 de @VoeGOLoficial https://t.co/9lJboJr7IY;1
133112179;2022-10-18 20:37:04+00:00; ;1582470843292344321;es;0;0;0;0;dlvr.it;Santo Tomé: robaron en un country y se llevaron una suma millonaria https://t.co/l6MOF5EeCt https://t.co/9coBhZt3cJ;1
1324133498400157699;2022-10-18 20:34:16+00:00; ;1582470137743290368;es;13;0;1;1;Twitter for Android;Buenos dias, me llevo el credito de que yo grabe eso aunque mis amigos me los robaron JAJSJAJAJ😍 https://t.co/o9rrbEmTU0 https://t.co/WAJgVgAXvn;0
900122660537077762;2022-10-18 20:30:00+00:00; ;1582469065041494016;es;4;0;0;1;TweetDeck;"Robaron 12 mil dólares y monedas de oro y plata en domicilio de San Pedro, Nuevo León

https://t.co/7PhWkGHPXw https://t.co/mJu1iTBkAo";1
40105598;2022-10-18 20:30:00+00:00; ;1582469063393026050;es;2;0;0;0;TweetDeck;"Robaron 12 mil dólares y monedas de oro y plata en domicilio de San Pedro, Nuevo León

https://t.co/0S6KY62orR https://t.co/FdmhpaWiQB";1
55568326;2022-10-18 20:23:30+00:00; ;1582467430743347202;es;0;0;0;1;Twitter Web App;"Robaron un taxi del sitio 28 y lo dejan en colonia Santa María 

https://t.co/e7ZvAEyOIp 

#Enterate #NoticiasPV #PuertoVallarta #Jalisco #BahíaDeBanderas #Nayarit #RivieraNayarit https://t.co/Uqp6TQahZw";1
50858041;2022-10-18 20:23:15+00:00; ;1582467364108800000;es;10;0;0;5;Twitter for Android;Tres semanas sin energía y me llego la factura de 150.00, esta del carajo!! Uno llama y te recitan la misma historia y no te resuelven. Se robaron 600 millones del pueblo, le llenaron los bolsillos a Pipo para su campaña, ¿Y usted se queda sentado?? No solo a mi, revisen! https://t.co/XmEYkQMp77;0
154202578;2022-10-18 20:18:21+00:00; ;1582466131830636545;es;0;0;1;0;Twitter for Android;"SOLO DE MAL PENSADO QUE ES UNO. NICOLÁS APRUEBA UN MONTO DE DINERO(se cuidó,no lo dijo)QUE IMAGINO DEBE SER UNA FORTUNA,PARA LA RECUPERACIÓN DE LAS TEJERÍAS-ARAGUA. EXCELENTE,PERO PORQUÉ SERÁ QUE MI MENTE VUELA a la estupidez de Chávez de""SANEAR EL GUAIRE"" Y DONDE SE ROBARON TODO https://t.co/EgZ5KugwdS";0
1500160328805629961;2022-10-18 20:17:51+00:00; ;1582466008425828352;es;0;0;0;0;Twitter for Android;"#Daule 

ATENTO ECUADOR 🇪🇨 EN #MACHALA
@LassoGuillermo
@CapiZapataEC
@PoliciaEcuador

👁️ Ojo al Cristo ciudadanía delincuentes asaltaron a clientes que se encontraban en un restaurante donde se robaron dinero y algunos celulares📱.

#PeriodicoLaVozDeDaule https://t.co/wHbwZ2dNEl";1
166395732;2022-10-18 20:15:00+00:00; ;1582465288523591680;es;0;0;0;0;Twitter Web App;TRABAJARON BOMBEROS 🚨 Un voraz incendio en Gonnet generó alarma en un colegio cercano 👉https://t.co/1dMyue86y0 https://t.co/Y4SzdXeBsP;0
228382836;2022-10-18 20:10:26+00:00; ;1582464142451040264;es;0;0;0;0;Twitter for Android;Llegando a playa del carmen y todo emputado por que me robaron mi pikachu!!! Ahora el karma me debe algo 🤨 https://t.co/LOkcux8bX4;0
1015440699037081600;2022-10-18 20:08:42+00:00; ;1582463702493642752;es;1;0;1;0;Twitter for iPad;"Hasta donde pretenden los delincuentes burlarse de la policía?
Tres sujetos “se robaron una patrulla” de la policía de #Tocatlan cuyos elementos denunciaron el hecho al 911 logrando el apoyo de la @SSC_TLX y de otros municipios que ubicaron a los “malos” tras chocar el vehículo. https://t.co/1f8oDE7yig";1
964064920601092096;2022-10-18 20:04:26+00:00; ;1582462628462370816;es;7;0;2;2;Twitter for iPhone;"#HouseOfTheDragonHBO 

Acabo de ver el noveno capítulo y solo puedo decir que estoy intrigadísima con el personaje de Aemond, me parece brutal. 

Estos tres, tanto personajes como actrices/actor, robaron el episodio 👏🏼 https://t.co/GBCN6csJwj";0
1162074869204508676;2022-10-18 20:02:04+00:00; ;1582462035522387970;es;19;0;1;0;Twitter for iPhone;"Asaltaron el Oxxo que está enseguida de mi oficina mientras yo buscaba un Mazapán con chocolate. La cñora cajera actuó super bien, muy valiente y tranquila. Yo solo me hice mega pendeja y me metí el teléfono en la chola 😭
Añado descripción gráfica: https://t.co/Dzp29bU5VT https://t.co/9r8DhFYd2E";1
228382836;2022-10-18 20:01:17+00:00; ;1582461837030719488;es;0;0;1;0;Twitter for Android;Nos robaron el pikachu!!! Nooo dios señor todo poderosooo porkeeeeee!!!!!!!!! 😩😩😩😩 https://t.co/fDHcITbSGw;0
1566504865395769347;2022-10-18 20:00:57+00:00; ;1582461753840979968;es;49;1;3;4;Twitter for Android;Para el que tenia mi WhatsApp que me escriba al dm porque me robaron el teléfono https://t.co/NgVfkNNrXn;1
749058883419648000;2022-10-18 19:56:25+00:00; ;1582460613992718336;es;3;2;0;6;Twitter for Android;Hoy 18 de Octubre del 2022, hace como una hora se robaron la camioneta de mi mamá, el nuestro transporte de trabajo que sin eso no podemos trabajar por favor, lo robaron en la región 96, donde se pone el tianguis por la CFE, del municipio de Benito Juárez (Cancún),. https://t.co/oZRFjlqQ2o;1
